# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NCU03711	NCU03711	NCU03711-t26_1	protein_coding	0	1	0	103	3	0	4	62	0	0	0	0	0	0	0	0	0	0	0	1	34
NCU03712	NCU03712	NCU03712-t26_1	protein_coding	0	6	4	105	2	0	6	55	0	0	4	0	0	0	0	0	0	0	0	6	42
NCU03713	NCU03713	NCU03713-t26_1	protein_coding	0	6	1	132	19	0	5	41	0	1	1	0	0	0	1	0	0	0	0	6	66
NCU03714	NCU03714	NCU03714-t26_1	protein_coding	0	21	6	100	3	0	4	53	0	1	6	0	0	0	0	0	0	0	0	21	39
NCU03715	NCU03715	NCU03715-t26_1	protein_coding	0	20	2	136	4	0	5	62	0	0	2	0	0	0	0	0	0	0	0	20	65
NCU03716	NCU03716	NCU03716-t26_1	protein_coding	0	12	1	123	11	3	8	52	0	3	1	0	0	0	1	0	0	0	0	8	50
NCU03717	NCU03717	NCU03717-t26_1	protein_coding	0	7	2	146	3	1	6	70	0	1	2	0	0	0	0	0	0	0	0	6	66
NCU03718	NCU03718	NCU03718-t26_1	protein_coding	0	12	2	132	1	1	2	63	0	0	2	0	0	0	0	0	0	0	0	11	66
NCU03719	NCU03719	NCU03719-t26_1	protein_coding	0	31	6	118	10	1	5	45	0	1	6	0	0	0	0	0	0	0	0	30	57
NCU03721	NCU03721	NCU03721-t26_1	protein_coding	1	2	3	93	0	0	0	27	0	11	3	0	0	0	2	0	1	0	0	1	56
NCU03725	NCU03725	NCU03725-t26_1	protein_coding	0	18	1	134	14	1	5	58	0	7	1	0	0	0	2	0	0	0	0	15	52
NCU03725	NCU03725	NCU03725-t26_2	protein_coding	0	18	1	134	14	1	5	58	0	7	1	0	0	0	2	0	0	0	0	15	52
NCU03726	NCU03726	NCU03726-t26_1	protein_coding	0	8	9	139	3	0	6	78	0	1	9	0	0	0	0	0	0	0	0	8	51
NCU03727	NCU03727	NCU03727-t26_1	protein_coding	0	46	8	124	2	0	4	54	0	7	8	0	0	0	2	0	0	0	0	44	59
NCU03727	NCU03727	NCU03727-t26_2	protein_coding	0	45	9	124	0	0	0	56	0	6	9	0	0	0	1	0	0	0	0	44	63
NCU03728	NCU03728	NCU03728-t26_1	protein_coding	0	17	3	133	3	0	12	78	0	2	3	0	0	0	0	0	0	0	0	17	38
NCU03730	NCU03730	NCU03730-t26_1	protein_coding	0	9	5	120	14	2	6	56	0	0	5	0	0	0	0	0	0	0	0	7	44
NCU03731	NCU03731	NCU03731-t26_1	protein_coding	0	10	1	105	1	0	11	36	0	0	1	0	0	0	0	0	0	0	0	10	57
NCU03732	NCU03732	NCU03732-t26_1	protein_coding	0	10	0	151	11	0	2	56	0	2	0	0	0	0	1	0	0	0	0	9	81
NCU03733	NCU03733	NCU03733-t26_1	protein_coding	0	13	6	138	5	0	0	52	0	0	6	0	0	0	0	0	0	0	0	13	81
NCU03735	NCU03735	NCU03735-t26_1	protein_coding	0	11	1	176	8	2	11	72	0	4	1	0	0	0	0	0	0	0	0	9	81
NCU03736	NCU03736	NCU03736-t26_1	protein_coding	0	16	2	153	2	2	15	76	0	5	2	0	0	0	0	0	0	0	0	14	55
NCU03737	NCU03737	NCU03737-t26_1	protein_coding	0	19	0	131	5	0	0	55	0	1	0	0	0	0	0	0	0	0	0	19	70
NCU03738	NCU03738	NCU03738-t26_1	protein_coding	0	0	0	158	3	0	0	75	0	1	0	0	0	0	0	0	0	0	0	0	79
NCU03739	NCU03739	NCU03739-t26_1	protein_coding	0	12	0	139	10	0	1	77	0	0	0	0	0	0	0	0	0	0	0	12	51
NCU03740	NCU03740	NCU03740-t26_1	protein_coding	0	31	16	125	0	0	2	67	0	0	16	0	0	0	0	0	0	0	0	31	56
NCU03741	NCU03741	NCU03741-t26_1	protein_coding	0	20	10	161	4	0	13	80	0	9	10	0	0	0	2	0	0	0	0	18	57
NCU03742	NCU03742	NCU03742-t26_1	protein_coding	0	5	5	148	3	0	0	52	0	15	5	0	0	0	0	0	0	0	0	5	78
NCU03742	NCU03742	NCU03742-t26_2	protein_coding	0	5	5	149	7	0	0	52	0	15	5	0	0	0	0	0	0	0	0	5	75
NCU03742	NCU03742	NCU03742-t26_3	protein_coding	0	5	5	143	3	0	0	52	0	15	5	0	0	0	0	0	0	0	0	5	73
NCU03746	NCU03746	NCU03746-t26_1	protein_coding	0	3	5	84	0	0	0	61	0	13	5	0	0	0	1	0	0	0	0	2	11
NCU03747	NCU03747	NCU03747-t26_1	protein_coding	0	5	2	105	11	0	7	55	0	0	2	0	0	0	0	0	0	0	0	5	32
NCU03748	NCU03748	NCU03748-t26_1	protein_coding	0	10	0	138	3	1	5	63	0	4	0	0	0	0	1	0	0	0	0	8	64
NCU03749	NCU03749	NCU03749-t26_1	protein_coding	0	14	1	137	6	0	1	64	0	12	1	0	0	0	2	0	0	0	0	12	56
NCU03749	NCU03749	NCU03749-t26_2	protein_coding	0	14	1	124	2	0	1	61	0	12	1	0	0	0	2	0	0	0	0	12	50
NCU03749	NCU03749	NCU03749-t26_3	protein_coding	0	13	1	125	2	0	2	61	0	11	1	0	0	0	1	0	0	0	0	12	50
NCU03749	NCU03749	NCU03749-t26_4	protein_coding	0	14	1	124	2	0	1	61	0	12	1	0	0	0	2	0	0	0	0	12	50
NCU03749	NCU03749	NCU03749-t26_5	protein_coding	0	13	1	125	2	0	2	61	0	10	1	0	0	0	1	0	0	0	0	12	51
NCU03750	NCU03750	NCU03750-t26_1	protein_coding	0	8	1	141	19	0	1	57	0	3	1	0	0	0	1	0	0	0	0	7	62
NCU03751	NCU03751	NCU03751-t26_1	protein_coding	0	17	5	145	4	3	20	64	0	2	5	0	0	0	0	0	0	0	0	14	55
NCU03752	NCU03752	NCU03752-t26_1	protein_coding	0	8	3	133	4	0	0	62	0	4	3	0	0	0	0	0	0	0	0	8	63
NCU03753	NCU03753	NCU03753-t26_1	protein_coding	0	1	0	131	2	0	1	57	0	0	0	0	0	0	0	0	0	0	0	1	71
NCU03754	NCU03754	NCU03754-t26_1	protein_coding	0	51	50	150	3	1	4	59	0	0	50	0	0	0	0	0	0	0	0	50	84
NCU03755	NCU03755	NCU03755-t26_1	protein_coding	0	17	13	163	5	1	1	68	0	0	13	0	0	0	0	0	0	0	0	16	89
NCU03756	NCU03756	NCU03756-t26_1	protein_coding	0	29	8	145	1	0	0	60	0	1	8	0	0	0	1	0	0	0	0	28	84
NCU03757	NCU03757	NCU03757-t26_1	protein_coding	0	10	1	163	2	0	0	82	0	13	1	0	0	0	2	0	0	0	0	8	68
NCU03758	NCU03758	NCU03758-t26_1	protein_coding	0	39	14	155	3	0	10	60	0	0	14	0	0	0	0	0	0	0	0	39	82
NCU03759	NCU03759	NCU03759-t26_1	protein_coding	0	19	8	173	6	1	2	81	0	2	8	0	0	0	0	0	0	0	0	18	82
NCU03760	NCU03760	NCU03760-t26_1	protein_coding	0	16	3	164	1	1	5	78	0	3	3	0	0	0	3	0	0	0	0	14	78
NCU03761	NCU03761	NCU03761-t26_1	protein_coding	0	11	1	201	2	3	13	86	0	0	1	0	0	0	0	0	0	0	0	8	100
NCU03762	NCU03762	NCU03762-t26_1	protein_coding	0	20	15	169	0	0	4	79	0	2	15	0	0	0	0	0	0	0	0	20	84
NCU03763	NCU03763	NCU03763-t26_1	protein_coding	0	30	3	190	4	0	1	96	0	1	3	0	0	0	0	0	0	0	0	30	88
NCU03764	NCU03764	NCU03764-t26_1	protein_coding	0	20	0	201	1	1	2	106	0	1	0	0	0	0	1	0	0	0	0	18	91
NCU03764	NCU03764	NCU03764-t26_2	protein_coding	0	19	0	201	1	1	3	106	0	0	0	0	0	0	0	0	0	0	0	18	91
NCU03765	NCU03765	NCU03765-t26_1	protein_coding	0	30	16	225	27	5	15	90	0	2	16	0	0	0	0	0	0	0	0	25	91
NCU03766	NCU03766	NCU03766-t26_1	protein_coding	0	10	1	178	2	0	1	79	0	14	1	0	0	0	3	0	0	0	0	7	85
NCU03766	NCU03766	NCU03766-t26_2	protein_coding	0	9	1	182	6	0	3	78	0	12	1	0	0	0	2	0	0	0	0	7	85
NCU03767	NCU03767	NCU03767-t26_1	protein_coding	0	27	14	182	0	0	0	100	0	0	14	0	0	0	0	0	0	0	0	27	82
NCU03768	NCU03768	NCU03768-t26_1	protein_coding	0	29	2	188	4	2	15	86	0	3	2	0	0	0	1	0	0	0	0	26	81
NCU03768	NCU03768	NCU03768-t26_2	protein_coding	0	29	2	188	4	2	15	86	0	3	2	0	0	0	1	0	0	0	0	26	81
NCU03768	NCU03768	NCU03768-t26_3	protein_coding	0	27	2	175	1	1	12	79	0	0	2	0	0	0	0	0	0	0	0	26	83
NCU03768	NCU03768	NCU03768-t26_4	protein_coding	0	24	2	169	2	0	2	79	0	2	2	0	0	0	0	0	0	0	0	24	84
NCU03769	NCU03769	NCU03769-t26_1	protein_coding	0	19	0	171	20	0	4	78	0	1	0	0	0	0	2	0	0	0	0	18	69
NCU03770	NCU03770	NCU03770-t26_1	protein_coding	0	25	2	170	5	0	6	75	0	2	2	0	0	0	2	0	0	0	0	23	84
NCU03771	NCU03771	NCU03771-t26_1	protein_coding	0	30	18	161	1	2	18	87	0	0	18	0	0	0	0	0	0	0	0	28	55
NCU03773	NCU03773	NCU03773-t26_1	protein_coding	0	10	11	152	6	1	8	71	0	1	11	0	0	0	0	0	0	0	0	9	66
NCU03773	NCU03773	NCU03773-t26_2	protein_coding	0	10	11	152	6	1	8	71	0	1	11	0	0	0	0	0	0	0	0	9	66
NCU03773	NCU03773	NCU03773-t26_3	protein_coding	0	8	8	154	6	0	4	69	0	7	8	0	0	0	0	0	0	0	0	8	68
NCU03774	NCU03774	NCU03774-t26_1	protein_coding	0	4	5	167	9	0	4	55	0	3	5	0	0	0	1	0	0	0	0	3	97
NCU03775	NCU03775	NCU03775-t26_1	protein_coding	0	3	3	174	3	1	15	89	0	1	3	0	0	0	0	0	0	0	0	2	66
NCU03776	NCU03776	NCU03776-t26_1	protein_coding	0	70	27	135	1	0	0	62	0	6	27	0	0	0	4	0	0	0	0	68	68
NCU03777	NCU03777	NCU03777-t26_1	protein_coding	0	23	4	170	6	0	3	99	0	1	4	0	0	0	1	0	0	0	0	22	62
NCU03778	NCU03778	NCU03778-t26_1	protein_coding	0	6	0	156	4	0	3	81	0	3	0	0	0	0	2	0	0	0	0	5	66
NCU03779	NCU03779	NCU03779-t26_1	protein_coding	0	24	6	158	1	1	5	71	0	0	6	0	0	0	0	0	0	0	0	23	81
NCU03780	NCU03780	NCU03780-t26_1	protein_coding	0	8	4	146	1	1	4	58	0	2	4	0	0	0	0	0	0	0	0	7	81
NCU03781	NCU03781	NCU03781-t26_1	protein_coding	0	24	5	147	3	0	8	68	0	0	5	0	0	0	0	0	0	0	0	24	68
NCU03782	NCU03782	NCU03782-t26_1	protein_coding	0	4	0	185	4	0	9	89	0	17	0	0	0	0	1	0	0	0	0	3	67
NCU03782	NCU03782	NCU03782-t26_2	protein_coding	0	3	0	186	4	0	9	89	0	18	0	0	0	0	1	0	0	0	0	2	67
NCU03783	NCU03783	NCU03783-t26_1	protein_coding	0	26	6	165	2	0	10	84	0	1	6	0	0	0	0	0	0	0	0	26	68
NCU03784	NCU03784	NCU03784-t26_1	protein_coding	0	37	12	160	11	2	19	64	0	2	12	0	0	0	2	0	0	0	0	33	66
NCU03785	NCU03785	NCU03785-t26_1	protein_coding	0	16	24	129	0	0	0	48	0	8	24	0	0	0	1	0	0	0	0	16	73
NCU03786	NCU03786	NCU03786-t26_1	protein_coding	0	24	2	148	11	4	7	67	0	1	2	0	0	0	0	0	0	0	0	20	62
NCU03787	NCU03787	NCU03787-t26_1	protein_coding	0	33	6	144	13	1	2	75	0	0	6	0	0	0	0	0	0	0	0	32	54
NCU03787	NCU03787	NCU03787-t26_2	protein_coding	0	32	6	127	0	0	0	76	0	0	6	0	0	0	0	0	0	0	0	32	51
NCU03788	NCU03788	NCU03788-t26_1	protein_coding	0	21	11	137	5	0	0	63	0	5	11	0	0	0	1	0	0	0	0	20	65
NCU03789	NCU03789	NCU03789-t26_1	protein_coding	0	16	10	153	0	0	0	72	0	9	10	0	0	0	2	0	0	0	0	14	74
NCU03790	NCU03790	NCU03790-t26_1	protein_coding	0	22	8	142	2	0	3	65	0	2	8	0	0	0	0	0	0	0	0	22	70
NCU03791	NCU03791	NCU03791-t26_1	protein_coding	1	2	9	148	4	0	0	68	0	2	9	0	0	0	0	0	0	1	0	2	74
NCU03792	NCU03792	NCU03792-t26_1	protein_coding	0	50	7	190	10	1	5	91	0	0	7	0	0	0	0	0	0	0	0	49	84
NCU03793	NCU03793	NCU03793-t26_1	protein_coding	0	18	8	173	2	0	12	85	0	6	8	0	0	0	2	0	0	0	0	16	69
NCU03794	NCU03794	NCU03794-t26_1	protein_coding	0	51	4	153	2	0	6	84	0	3	4	0	0	0	0	0	0	0	0	51	58
NCU03795	NCU03795	NCU03795-t26_1	protein_coding	0	15	0	170	2	1	8	68	0	5	0	0	0	0	1	0	0	0	0	13	88
NCU03796	NCU03796	NCU03796-t26_1	protein_coding	0	23	3	159	2	0	1	75	0	2	3	0	0	0	0	0	0	0	0	23	79
NCU03797	NCU03797	NCU03797-t26_1	protein_coding	0	56	7	178	17	0	3	85	0	14	7	0	0	0	4	0	0	0	0	52	63
NCU03798	NCU03798	NCU03798-t26_1	protein_coding	0	9	1	198	8	1	8	82	0	5	1	0	0	0	0	0	0	0	0	8	95
NCU03799	NCU03799	NCU03799-t26_1	protein_coding	0	28	3	170	7	0	2	87	0	3	3	0	0	0	0	0	0	0	0	28	71
NCU03800	NCU03800	NCU03800-t26_1	protein_coding	0	11	0	162	0	0	4	87	0	2	0	0	0	0	1	0	0	0	0	10	70
NCU03801	NCU03801	NCU03801-t26_1	protein_coding	0	25	3	177	4	0	6	82	0	0	3	0	0	0	0	0	0	0	0	25	85
NCU03802	NCU03802	NCU03802-t26_1	protein_coding	0	22	4	161	4	0	3	73	0	11	4	0	0	0	0	0	0	0	1	21	70
NCU03803	NCU03803	NCU03803-t26_1	protein_coding	0	18	1	158	1	2	10	62	0	3	1	0	0	0	1	0	0	0	0	15	83
NCU03804	NCU03804	NCU03804-t26_1	protein_coding	0	32	0	167	5	3	11	65	0	5	0	0	0	0	1	0	0	0	0	28	82
NCU03804	NCU03804	NCU03804-t26_2	protein_coding	0	32	0	167	4	3	11	65	0	6	0	0	0	0	1	0	0	0	0	28	82
NCU03805	NCU03805	NCU03805-t26_1	protein_coding	0	4	8	134	0	0	0	63	0	9	8	0	0	0	0	0	0	0	0	4	62
NCU03806	NCU03806	NCU03806-t26_1	protein_coding	0	2	0	166	7	0	0	73	0	9	0	0	0	0	0	0	0	0	0	2	77
NCU03807	NCU03807	NCU03807-t26_1	protein_coding	0	7	2	153	3	0	1	65	0	1	2	0	0	0	1	0	0	0	0	6	84
NCU03808	NCU03808	NCU03808-t26_1	protein_coding	0	53	9	172	0	0	4	102	0	0	9	0	0	0	0	0	0	0	0	53	66
NCU03809	NCU03809	NCU03809-t26_1	protein_coding	0	21	2	192	3	0	7	79	0	4	2	0	0	0	0	0	0	0	0	21	99
NCU03810	NCU03810	NCU03810-t26_1	protein_coding	0	12	3	194	3	0	5	95	0	0	3	0	0	0	0	0	0	0	0	12	91
NCU03811	NCU03811	NCU03811-t26_1	protein_coding	0	90	10	178	5	0	5	66	0	0	10	0	0	0	0	0	0	0	0	90	102
NCU03813	NCU03813	NCU03813-t26_1	protein_coding	1	10	0	163	2	0	4	75	0	15	0	0	0	1	0	0	0	0	0	10	68
NCU03814	NCU03814	NCU03814-t26_1	protein_coding	0	41	14	149	4	1	2	62	0	1	14	0	0	0	1	0	0	0	0	39	81
NCU03815	NCU03815	NCU03815-t26_1	protein_coding	0	25	1	164	2	0	3	80	0	0	1	0	0	0	0	0	0	0	0	25	79
NCU03816	NCU03816	NCU03816-t26_1	protein_coding	0	14	8	143	5	0	3	79	0	2	8	0	0	0	2	0	0	0	0	12	56
NCU03817	NCU03817	NCU03817-t26_1	protein_coding	0	19	5	159	0	1	1	84	0	3	5	0	0	0	0	0	0	0	0	18	71
NCU03818	NCU03818	NCU03818-t26_1	protein_coding	0	67	8	153	2	1	6	67	0	2	8	0	0	0	2	0	0	0	0	64	77
NCU03819	NCU03819	NCU03819-t26_1	protein_coding	0	80	22	176	4	3	9	78	0	4	22	0	0	0	1	0	0	0	0	76	81
NCU03819	NCU03819	NCU03819-t26_2	protein_coding	0	80	22	175	4	3	7	78	0	4	22	0	0	0	1	0	0	0	0	76	82
NCU03819	NCU03819	NCU03819-t26_3	protein_coding	0	78	22	170	4	1	3	78	0	1	22	0	0	0	1	0	0	0	0	76	84
NCU03820	NCU03820	NCU03820-t26_1	protein_coding	0	19	2	162	7	0	0	74	0	2	2	0	0	0	0	0	0	0	0	19	79
NCU03821	NCU03821	NCU03821-t26_1	protein_coding	0	10	2	170	3	0	5	77	0	4	2	0	0	0	1	0	0	0	0	9	82
NCU03822	NCU03822	NCU03822-t26_1	protein_coding	0	26	9	158	3	0	1	84	0	0	9	0	0	0	0	0	0	0	0	26	70
NCU03823	NCU03823	NCU03823-t26_1	protein_coding	0	33	7	155	3	0	2	73	0	0	7	0	0	0	0	0	0	0	0	33	77
NCU03824	NCU03824	NCU03824-t26_1	protein_coding	0	14	3	163	5	0	2	88	0	1	3	0	0	0	1	0	0	0	0	14	67
NCU03825	NCU03825	NCU03825-t26_1	protein_coding	2	19	13	157	1	2	6	75	0	0	13	0	0	0	0	2	0	0	0	17	75
NCU03826	NCU03826	NCU03826-t26_1	protein_coding	0	10	3	173	2	0	9	82	0	3	3	0	0	0	0	0	0	0	0	10	77
NCU03827	NCU03827	NCU03827-t26_1	protein_coding	0	19	2	161	16	2	9	63	0	8	2	0	0	0	0	0	0	0	0	17	65
NCU03828	NCU03828	NCU03828-t26_1	protein_coding	1	3	5	170	0	0	0	80	0	8	5	0	1	0	1	0	0	0	0	3	83
NCU03829	NCU03829	NCU03829-t26_1	protein_coding	0	1	2	148	0	0	0	63	0	2	2	0	0	0	0	0	0	0	0	1	83
NCU03830	NCU03830	NCU03830-t26_1	protein_coding	1	11	6	188	24	1	18	68	0	3	6	0	0	0	0	0	1	0	0	10	75
NCU03831	NCU03831	NCU03831-t26_1	protein_coding	0	2	5	159	0	0	0	76	0	9	5	0	0	0	0	0	0	0	0	2	74
NCU03833	NCU03833	NCU03833-t26_1	protein_coding	0	15	0	146	6	2	7	74	0	11	0	0	0	0	3	0	0	0	0	10	51
NCU03833	NCU03833	NCU03833-t26_2	protein_coding	0	14	0	141	5	1	4	71	0	14	0	0	0	0	3	0	0	0	0	10	50
NCU03834	NCU03834	NCU03834-t26_1	protein_coding	0	14	1	148	12	0	2	70	0	5	1	0	0	0	0	0	0	0	0	14	59
NCU03835	NCU03835	NCU03835-t26_1	protein_coding	0	3	1	129	0	0	0	72	0	5	1	0	0	0	1	0	0	0	0	3	52
NCU03836	NCU03836	NCU03836-t26_1	protein_coding	0	14	0	150	4	0	8	83	0	0	0	0	0	0	0	0	0	0	0	14	55
NCU03836	NCU03836	NCU03836-t26_2	protein_coding	0	14	0	150	4	0	8	83	0	0	0	0	0	0	0	0	0	0	0	14	55
NCU03837	NCU03837	NCU03837-t26_1	protein_coding	0	16	4	193	5	1	7	67	0	4	4	0	0	0	1	0	0	0	0	14	111
NCU03838	NCU03838	NCU03838-t26_1	protein_coding	0	5	0	189	3	0	9	110	0	2	0	0	0	0	0	0	0	0	0	5	65
NCU03839	NCU03839	NCU03839-t26_1	protein_coding	0	15	9	188	8	0	6	76	0	0	9	0	0	0	0	0	0	0	0	15	98
NCU03840	NCU03840	NCU03840-t26_1	protein_coding	0	23	1	181	18	1	15	90	0	0	1	0	0	0	0	0	0	0	0	22	58
NCU03843	NCU03843	NCU03843-t26_1	protein_coding	0	4	12	147	5	0	0	58	0	0	12	0	0	0	0	0	0	0	0	4	84
NCU03844	NCU03844	NCU03844-t26_1	protein_coding	0	50	44	98	3	0	1	65	0	0	44	0	0	0	0	0	0	0	0	50	29
NCU03846	NCU03846	NCU03846-t26_1	protein_coding	0	9	1	162	15	0	2	69	0	0	1	0	0	0	0	0	0	0	0	9	76
NCU03846	NCU03846	NCU03846-t26_2	protein_coding	0	9	1	148	4	0	2	71	0	0	1	0	0	0	0	0	0	0	0	9	71
NCU03847	NCU03847	NCU03847-t26_1	protein_coding	0	5	3	165	6	1	8	74	0	3	3	0	0	0	0	0	0	0	0	4	74
NCU03848	NCU03848	NCU03848-t26_1	protein_coding	2	3	7	150	2	1	7	67	0	4	7	0	0	0	1	0	2	0	0	1	71
NCU03848	NCU03848	NCU03848-t26_2	protein_coding	2	3	7	150	6	1	7	64	0	3	7	0	0	0	1	0	2	0	0	1	71
NCU03850	NCU03850	NCU03850-t26_1	protein_coding	0	11	6	117	8	0	0	43	0	0	6	0	0	0	0	0	0	0	0	11	66
NCU03851	NCU03851	NCU03851-t26_1	protein_coding	0	2	6	132	2	0	2	56	0	3	6	0	0	0	0	0	0	0	0	2	69
NCU03852	NCU03852	NCU03852-t26_1	protein_coding	0	33	20	149	14	0	2	68	0	0	20	0	0	0	0	0	0	0	0	33	65
NCU03853	NCU03853	NCU03853-t26_1	protein_coding	1	13	2	152	37	1	5	46	0	6	2	0	1	0	2	0	0	0	0	10	61
NCU03854	NCU03854	NCU03854-t26_1	protein_coding	0	5	1	155	3	0	0	85	0	6	1	0	0	0	1	0	0	0	0	4	62
NCU03855	NCU03855	NCU03855-t26_1	protein_coding	0	13	3	187	8	0	9	82	0	2	3	0	0	0	1	0	0	0	0	12	87
NCU03855	NCU03855	NCU03855-t26_2	protein_coding	0	12	3	188	8	0	10	82	0	1	3	0	0	0	0	0	0	0	0	12	87
NCU03856	NCU03856	NCU03856-t26_1	protein_coding	0	2	5	105	0	0	0	38	0	1	5	0	0	0	0	0	0	0	0	2	66
NCU03857	NCU03857	NCU03857-t26_1	protein_coding	0	10	1	95	5	0	6	47	0	4	1	0	0	0	0	0	0	0	0	10	33
NCU03857	NCU03857	NCU03857-t26_2	protein_coding	0	10	1	95	5	0	6	47	0	4	1	0	0	0	0	0	0	0	0	10	33
NCU03857	NCU03857	NCU03857-t26_3	protein_coding	0	10	1	95	5	0	6	47	0	4	1	0	0	0	0	0	0	0	0	10	33
NCU03858	NCU03858	NCU03858-t26_1	protein_coding	0	7	4	85	12	1	4	33	0	4	4	0	0	0	1	0	0	0	0	5	33
NCU03859	NCU03859	NCU03859-t26_1	protein_coding	0	5	3	94	6	0	0	38	0	0	3	0	0	0	0	0	0	0	0	5	50
NCU03860	NCU03860	NCU03860-t26_1	protein_coding	0	2	0	128	7	0	4	50	0	1	0	0	0	0	1	0	0	0	0	1	67
NCU03861	NCU03861	NCU03861-t26_1	protein_coding	0	11	7	148	3	0	8	39	0	6	7	0	0	0	2	0	0	0	0	9	94
NCU03862	NCU03862	NCU03862-t26_1	protein_coding	0	12	9	154	25	2	4	77	0	2	9	0	0	0	1	0	0	0	0	9	46
NCU03862	NCU03862	NCU03862-t26_2	protein_coding	0	11	9	154	27	2	4	77	0	0	9	0	0	0	0	0	0	0	0	9	46
NCU03863	NCU03863	NCU03863-t26_1	protein_coding	0	6	5	184	3	2	9	84	0	1	5	0	0	0	0	0	0	0	0	4	87
NCU03864	NCU03864	NCU03864-t26_1	protein_coding	0	3	6	122	0	0	6	65	0	3	6	0	0	0	0	0	0	0	0	3	48
NCU03868	NCU03868	NCU03868-t26_1	protein_coding	0	16	6	102	4	0	0	63	0	3	6	0	0	0	1	0	0	0	0	15	33
NCU03870	NCU03870	NCU03870-t26_1	protein_coding	0	20	12	160	4	1	8	70	0	15	12	0	0	0	0	0	0	0	0	19	63
NCU03870	NCU03870	NCU03870-t26_2	protein_coding	0	20	10	149	5	4	13	69	0	0	10	0	0	0	0	0	0	0	0	16	62
NCU03873	NCU03873	NCU03873-t26_1	protein_coding	0	5	1	149	3	2	8	66	0	1	1	0	0	0	0	0	0	0	0	3	71
NCU03874	NCU03874	NCU03874-t26_1	protein_coding	0	3	3	108	11	0	1	70	0	0	3	0	0	0	0	0	0	0	0	3	26
NCU03875	NCU03875	NCU03875-t26_1	protein_coding	0	29	4	100	8	1	7	42	0	5	4	0	0	0	2	0	0	0	0	27	39
NCU03876	NCU03876	NCU03876-t26_1	protein_coding	0	3	0	118	10	0	3	57	0	1	0	0	0	0	0	0	0	0	0	3	47
NCU03877	NCU03877	NCU03877-t26_1	protein_coding	0	26	6	137	12	1	6	72	0	2	6	0	0	0	2	0	0	0	0	23	47
NCU03877	NCU03877	NCU03877-t26_2	protein_coding	0	24	4	128	5	0	1	72	0	2	4	0	0	0	2	0	0	0	0	22	50
NCU03878	NCU03878	NCU03878-t26_1	protein_coding	0	26	20	142	5	3	8	49	0	17	20	0	0	0	0	0	0	0	0	23	63
NCU03879	NCU03879	NCU03879-t26_1	protein_coding	0	4	1	158	0	0	0	92	0	4	1	0	0	0	0	0	0	0	0	4	62
NCU03880	NCU03880	NCU03880-t26_1	protein_coding	0	13	3	174	5	1	4	88	0	12	3	0	0	0	1	0	0	0	0	11	66
NCU03881	NCU03881	NCU03881-t26_1	protein_coding	0	8	4	141	3	2	11	71	0	1	4	0	0	0	0	0	0	0	0	6	55
NCU03882	NCU03882	NCU03882-t26_1	protein_coding	0	4	0	146	3	0	2	60	0	9	0	0	0	0	2	0	0	0	0	2	74
NCU03882	NCU03882	NCU03882-t26_2	protein_coding	0	5	0	146	3	1	3	60	0	8	0	0	0	0	2	0	0	0	0	2	74
NCU03883	NCU03883	NCU03883-t26_1	protein_coding	0	2	0	151	9	0	1	83	0	1	0	0	0	0	0	0	0	0	0	2	57
NCU03884	NCU03884	NCU03884-t26_1	protein_coding	0	6	4	141	6	2	10	57	0	3	4	0	0	0	0	0	0	0	0	4	65
NCU03885	NCU03885	NCU03885-t26_1	protein_coding	0	10	7	142	14	1	4	36	0	0	7	0	0	0	0	0	0	0	0	9	88
NCU03886	NCU03886	NCU03886-t26_1	protein_coding	0	5	0	103	1	0	6	47	0	0	0	0	0	0	0	0	0	0	0	5	49
NCU03887	NCU03887	NCU03887-t26_1	protein_coding	0	14	4	115	2	2	13	36	0	3	4	0	0	0	0	0	0	0	0	12	61
NCU03888	NCU03888	NCU03888-t26_1	protein_coding	0	17	0	136	6	1	5	60	0	5	0	0	0	0	1	0	0	0	0	15	61
NCU03889	NCU03889	NCU03889-t26_1	protein_coding	0	6	0	161	19	2	4	80	0	1	0	0	0	0	2	0	0	0	0	3	58
NCU03890	NCU03890	NCU03890-t26_1	protein_coding	0	10	5	155	10	1	6	51	0	1	5	0	0	0	0	0	0	0	0	9	87
NCU03891	NCU03891	NCU03891-t26_1	protein_coding	1	2	5	153	1	0	3	92	0	1	5	0	0	0	0	0	1	0	0	2	56
NCU03892	NCU03892	NCU03892-t26_1	protein_coding	0	42	5	188	7	0	1	87	0	0	5	0	0	0	1	0	0	0	0	41	93
NCU03893	NCU03893	NCU03893-t26_1	protein_coding	0	8	1	123	8	0	2	27	0	0	1	0	0	0	0	0	0	0	0	8	86
